NM_DOCENTE,GENERO
CESAR AUGUSTO MATHIAS DE ALENCAR,Male
DANIEL RODRIGUES RAMOS,Male
LEANDRO DE ARAUJO SARDEIRO,Male
LUCAS ROCHA FAUSTINO,Male
FABIO CAIRES CORREIA,Male
RALPH LEAL HECK,Male
ERMINIO DE SOUSA NASCIMENTO,Male
IVANIO LOPES DE AZEVEDO JUNIOR,Male
FRANCISCO JOATAN FREITAS SANTOS JUNIOR,Male
FRANCISCO LUCIANO TEIXEIRA FILHO,Male
REGIANE LORENZETTI COLLARES,Female
CAMILA DO ESPIRITO SANTO PRADO DE OLIVEIRA,Female
ITALO LINS LEMOS,Male
FRANCISCO JOSE DA SILVA,Male
FRANCIONE CHARAPA ALVES,NA
FERNANDO SEPE GIMBO,Male
VALDETONIO PEREIRA DE ALENCAR,NA
JOSE GLADSTONE ALMEIDA JUNIOR,Male
RAQUEL PATRIOTA DA SILVA,Female
PAULO EDUARDO BODZIAK JUNIOR,Male
RICARDO EVANGELISTA BRANDAO,Male
LUCAS OLLYVER GONCALVES BARBOSA,Male
EVANDRO DA FONSECA COSTA,Male
WILLAMIS APRIGIO DE ARAUJO,Male
JANDUI EVANGELISTA DE OLIVEIRA,Male
NALFRAN MODESTO BENVINDA,NA
PATROCINIO SOLON FREIRE,Male
LIVIA RIBEIRO LINS,Female
LUIS LUCAS DANTAS DA SILVA,Male
CRISTIANO DIAS DA SILVA,Male
EDUARDO BARBOSA VERGOLINO,Male
JOAO BATISTA FARIAS JUNIOR,Male
ANDRE RICARDO DIAS SANTOS,Male
RAFAEL LUCAS DE LIMA,Male
JOSE ALDO CAMURCA DE ARAUJO NETO,Male
JORGE ALBERTO MOLINA,Male
EMANOEL LUIS ROQUE SOARES,Male
GIOVANA CARMO TEMPLE,Female
KLEYSON ROSARIO ASSIS,Male
RICARDO HENRIQUE RESENDE DE ANDRADE,Male
RAFAEL DOS REIS FERREIRA,Male
MATHEUS BARRETO PAZOS DE OLIVEIRA,Male
GEOVANA DA PAZ MONTEIRO,Female
PABLO ENRIQUE ABRAHAM ZUNINO,Male
ANA CAROLINA REIS PEREIRA,Female
FABIO FALCAO OLIVEIRA,Male
MARCIO JAREK,Male
CLAUDIO VINICIUS FELIX MEDEIROS,Male
ALYNE DE CASTRO COSTA,Female
FELLIPE PINHEIRO DE OLIVEIRA,Male
SULAMITA FONSECA LINO,Female
ISABEL COELHO FRAGELLI,Female
ELI VAGNER FRANCISCO RODRIGUES,NA
PAULA FERREIRA VERMEERSCH,Female
POLYANA CRISTINA TIDRE,Female
MAURO DELA BANDERA ARCO JUNIOR,Male
VANESSA FURTADO FONTANA,Female
MARTHA GABRIELLY COLETTO COSTA,Female
GUSTAVO HESSMANN DALAQUA,Male
STELA MARIS DA SILVA,Female
LEANDRO SOUSA COSTA,Male
PAOLO COLOSSO,Male
NARA MIRANDA DE FIGUEIREDO,Female
HERNÁN RAMIRO RAMIREZ,NA
LUCAS MATEUS DALSOTTO,Male
LUCIO ALVARO MARQUES,Male
MARIA VERALICE BARROSO,Female
ANA PAULA APARECIDA CAIXETA,Female
